"0","79","Partner time star","328.78","433","false","Design","Imagine indicate region different leave act range live along front sit your work plant off to several test morning article attack fast continue event during because walk couple field eight member want affect"
"1","16","Base capital significant","381.77","931","false","Design","List note before southern development wear leg citizen owner economic both magazine mean represent too design stay law call seem history nice about easy often all"
"2","16","Modern determine","360.21","398","false","Away","Vote Republican century discussion pass federal church strong every red however draw ten reflect including phone carry window sell statement deal style fish future property them radio face station career wall relationship no"
"3","26","Leave interest more she","421.86","494","true","Piece","I artist story dark notice decision about idea must end anything side low approach case reflect world visit which"
"4","58","Probably base open scene","459.00","85","false","Despite","Front free long hot court hot audience machine admit culture culture final might before series hotel community two back better our authority"
"5","50","Ever seek plan one","347.60","536","false","Receive","Side after art tell idea accept not you work each scene control standard past stage reach story case establish cost buy develop bar last generation across crime reduce analysis affect"
"6","23","Already employee grow ok physical","493.48","277","false","Growth","Good fish money fight region summer the another everything those whose choose second listen western treatment early wait agency change should event trouble image wind party enough risk whether board happen gas"
"7","66","Region over return their","121.32","19","true","See","Section performance gas wind specific general must their form job fall do movie black everything be student treatment challenge vote maintain suddenly eight clear environmental near future walk child loss our hold discuss anything own generation note"
"8","87","Term try wait","394.77","2","false","Magazine","Factor camera agree direction service ask behavior financial front relate investment both bill situation war way happy bad economic voice trial push simply research matter ever stock decision sport pay somebody suggest draw opportunity station ability"
"9","39","Tough adult possible","401.59","800","false","Tend","I cause happen society meet many decade gun see individual compare where value team majority would author pressure allow general nice lot job visit third three"
"10","99","Cut product have","455.33","353","false","Get","Building ground establish go with teacher once style measure use education too nor book list fire develop skin collection personal network nature cost"
"11","89","List newspaper up","350.78","694","true","Community","Relate fire marriage performance idea opportunity fish civil point clear collection sure simple between say statement stay performance Mrs particular"
"12","41","Oil smile know","55.50","860","false","Go","None sure will five lay take call machine computer Democrat common both piece region give size offer consumer positive kind development impact plant conference and perform entire matter some man interview three economy amount"
"13","69","Sense often from reach","216.69","283","true","Begin","Could event subject first pretty suffer myself direction message age hand conference I art prove ready southern other but certainly worker receive production maintain food sure"
"14","21","Thought time peace","87.73","417","false","Student","Suddenly myself imagine kitchen bag read himself agent reason she determine action who special factor spend take would wind method gun go base sign this strong against carry someone west"
"15","70","Then soldier run what","176.80","595","true","According","Nation into however his put money kind quickly grow make free month town big person conference type start if well arm participant government so yet fact past present fine fear big watch management reduce"
"16","55","Hard according east","455.67","119","true","Thus","Color information south write pattern concern toward fast spring produce general parent heart over situation responsibility ok rest sound help day reality decade probably say front direction security window"
"17","96","When seven card safe","395.40","132","true","Result","Report heart heart that American life picture surface TV it ask information season eat indicate part language travel option writer reach risk painting camera film leave military daughter be cause bring growth mention local official worry understand contain put"
"18","53","Environmental time option","0.84","655","false","Bit","Bed him vote require explain call newspaper get newspaper ready country seem than include positive join plant ever such able far sing hand industry watch"
"19","4","Amount parent certain cut memory","202.52","714","false","Blood","Firm phone conference someone relate modern owner it message meeting free even high body a senior them general family science though another consumer better grow story alone"
"20","42","Wait occur first test senior","28.12","905","false","In","Ready marriage grow another car behavior game including all TV imagine common level let great performance simply put detail spring away thing bed concern worker drive sit feeling pass party above soldier around through realize season small long create chair they always"
"21","21","Young against wish where Mrs","2.25","411","false","Act","Mission even against talk relate theory magazine cup create air six think suggest state huge his participant nation institution computer trial necessary treat model build skin stuff safe glass PM since loss rock notice play"
"22","45","Media each toward discover","126.39","982","false","Leave","Example agency career marriage no need professional today matter partner necessary that adult reveal beyond such offer much charge notice practice should size center pretty else pass tonight"
"23","73","Family challenge effort natural","213.26","252","true","State","Test operation development trip song sure seat model report manage much describe ground information new into toward six sing evidence fact purpose officer"
"24","0","Half buy","431.45","907","false","Score","New choose adult opportunity style yes cause trade town few let reveal difficult article certain director good toward street process work low plan education which important visit article audience story debate"
"25","85","With style kind win","375.58","695","false","Also","Change determine send task animal Mrs usually throughout would professional gun describe nature often smile serious final develop turn machine condition down"
"26","44","Your approach subject possible first","275.48","48","true","Admit","Nearly drop quickly network network dream determine action why seem too laugh door list window that role quickly involve of service drive attack safe"
"27","61","Product eye remain ten","309.33","6","true","During","According structure follow attention act hand process anyone nor even common over next education because some son yeah whole more understand as girl people system involve large important word effect six too trip then music"
"28","71","Oil special success fish hundred","371.88","539","false","Save","Quickly trouble air easy dark deal among position onto control nearly evidence something really manage read think own grow computer long account entire moment natural computer hotel listen support data"
"29","47","Try gun national minute","468.55","970","false","Might","Behind record above environmental model politics yet yes responsibility heavy the prevent quickly foot star guy former opportunity article alone kid important risk executive success top ten bed street down teach with food clearly society should think stay special behavior the"
"30","15","What someone","196.62","396","true","Mission","Mother report finally raise staff why college me fast bit hope service yourself general result to hear or"
"31","55","Begin phone long scientist","13.31","75","false","Others","Item education shake reduce office decide which unit charge lead music see business consider such language company sea television church above research job successful animal no take"
"32","63","Until say least","411.88","743","false","Increase","Thank Democrat one could usually beyond view to whose return war address guy month not ahead thank case case away time democratic"
"33","79","Realize rate staff","41.83","704","false","Series","Prepare finish nothing share toward thousand couple image understand others baby dream fall represent itself important social artist hot work southern sometimes bill both after analysis while want whatever"
"34","71","Maintain skill before","25.52","211","true","Tax","Authority probably design pressure so tough task much region give project particular itself here low view statement account"
"35","26","However way season similar","392.34","680","true","Task","Country admit follow break drop fish house five consumer she eat heart history sort option two others easy send account consumer feeling follow meeting wonder important school kind consumer beat"
"36","46","Customer though for strategy","478.81","966","true","Town","Note word be water career whatever ten far available baby cause onto worker mother other candidate tough read benefit skin sense stock story glass employee listen require"
